0,205525,205525,1,58,3,0.34,0.66,0.51
0,205525,205525,1,41,2,0.5,0.5,0.47
0,205525,205525,1,38,1,0.63,0.37,0.36
0,205525,205525,1,29,3,0.48,0.52,0.55
0,205525,205525,1,22,1,0.56,0.44,0.19
0,114376,205525,0,49,2,0.46,0.54,0.34
0,114376,75250,0,32,3,0.49,0.51,0.6
0,205529,205525,0,42,1,0.55,0.45,0.25
0,205529,205529,1,39,2,0.24,0.76,0.15
0,205529,205525,0,43,2,0.46,0.54,0.19
0,205525,114376,0,56,2,0.4,0.6,0.03
0,205525,205525,1,12,2,0.5,0.5,0.37
0,205525,205525,1,43,1,0.74,0.26,0.24
0,205525,205525,1,43,2,0.47,0.53,0.22
0,205525,114376,0,29,2,0.38,0.62,0.26
0,205526,205525,0,38,2,0.32,0.68,0.14
0,205526,205526,1,1,1,0.56,0.44,0.34
0,205526,205526,1,11,1,0.6,0.4,0.4
0,205526,205526,1,57,2,0.35,0.65,0.0
0,205525,75250,0,10,3,0.49,0.51,0.6
0,205525,75250,0,25,2,0.41,0.59,0.36
0,205525,205525,1,37,3,0.59,0.41,0.6
0,205525,75250,0,0,2,0.34,0.66,0.44
0,205525,205343,0,18,3,0.53,0.47,0.55
0,205501,75250,0,52,2,0.46,0.54,0.27
0,205531,75250,0,8,2,0.42,0.58,0.48
0,205531,122730,0,17,1,0.57,0.43,0.39
0,114376,114376,1,57,2,0.33,0.67,0.15
0,114376,114376,1,20,1,0.58,0.42,0.16
0,75250,205525,0,2,1,0.74,0.26,0.17
0,75250,75250,1,31,3,0.62,0.38,0.6
0,75250,75250,1,9,2,0.2,0.8,0.3
0,75250,75250,1,32,2,0.23,0.77,0.33
0,205440,205525,0,43,2,0.41,0.59,0.37
0,205440,205525,0,7,1,0.64,0.36,0.14
0,205440,205525,0,13,3,0.54,0.46,0.6
0,17573,75250,0,46,1,0.63,0.37,0.26
0,17573,205525,0,36,3,0.54,0.46,0.76
0,17573,205343,0,57,2,0.26,0.74,0.39
0,17573,75250,0,11,3,0.4,0.6,0.79
0,17573,75250,0,26,3,0.44,0.56,0.66
0,17573,75250,0,43,2,0.42,0.58,0.46
0,17573,75250,0,16,2,0.37,0.63,0.46
0,17573,75250,0,32,2,0.32,0.68,0.48
0,17573,75250,0,34,2,0.29,0.71,0.04
0,17573,75250,0,42,2,0.32,0.68,0.42
0,17573,75250,0,45,2,0.35,0.65,0.33
1,205525,205526,0,24,2,0.46,0.54,0.39
1,205525,205526,0,11,2,0.36,0.64,0.15
1,205525,205525,1,6,2,0.25,0.75,0.2
1,205525,75250,0,54,3,0.56,0.44,0.77
1,205525,205343,0,55,1,0.51,0.49,0.3
1,205526,205525,0,20,1,0.65,0.35,0.1
1,205526,205526,1,43,2,0.43,0.57,0.14
1,205526,205526,1,14,2,0.24,0.76,0.34
1,205525,75250,0,56,2,0.33,0.67,0.08
1,205525,75250,0,3,1,0.56,0.44,0.36
1,205525,205526,0,59,2,0.22,0.78,0.24
0,205506,75250,0,15,1,0.7,0.3,0.18
0,205506,205506,1,48,1,0.54,0.46,0.28
1,205525,205525,1,35,3,0.48,0.52,0.52
1,205525,205525,1,36,3,0.56,0.44,0.63
1,205525,75250,0,43,2,0.32,0.68,0.38
1,205525,114376,0,50,2,0.33,0.67,0.24
1,205525,205525,1,25,3,0.42,0.58,0.53
1,205525,205525,1,20,1,0.77,0.23,0.22
1,205525,205343,0,34,2,0.31,0.69,0.05
1,205525,205343,0,57,3,0.53,0.47,0.6
1,205525,205525,1,43,1,0.6,0.4,0.14
1,205525,205526,0,25,2,0.22,0.78,0.17
1,205525,205526,0,35,2,0.43,0.57,0.36
1,205525,205525,1,36,1,0.56,0.44,0.25
1,205529,75250,0,41,3,0.48,0.52,0.52
1,205529,25357,0,52,3,0.49,0.51,0.6
1,205529,205529,1,19,3,0.61,0.39,0.68
1,205529,205525,0,23,3,0.65,0.35,0.89
1,205529,205525,0,10,2,0.46,0.54,0.19
1,205529,205525,0,10,1,0.58,0.42,0.17
1,205529,205525,0,48,2,0.44,0.56,0.34
1,205529,205525,0,44,2,0.22,0.78,0.11
1,205529,205525,0,30,2,0.32,0.68,0.3
1,205529,205525,0,27,3,0.51,0.49,0.65
1,205529,205525,0,35,2,0.32,0.68,0.16
1,205529,205525,0,22,1,0.54,0.46,0.35
1,205529,205525,0,50,2,0.41,0.59,0.35
1,205529,205525,0,20,2,0.47,0.53,0.34
1,205529,205525,0,25,2,0.46,0.54,0.49
1,205529,205525,0,57,2,0.48,0.52,0.24
1,205529,205525,0,55,2,0.43,0.57,0.43
1,205529,205529,1,26,2,0.49,0.51,0.41
1,205529,205529,1,27,2,0.45,0.55,0.47
1,205529,205529,1,46,1,0.51,0.49,0.44
1,205529,205529,1,58,1,0.52,0.48,0.49
1,205529,205529,1,32,2,0.34,0.66,0.38
1,205529,205525,0,35,2,0.42,0.58,0.48
1,205529,205525,0,11,1,0.65,0.35,0.31
1,205529,205529,1,15,2,0.47,0.53,0.42
1,205529,205529,1,32,2,0.46,0.54,0.44
1,205529,205529,1,35,3,0.53,0.47,0.58
1,205529,205529,1,45,1,0.65,0.35,0.36
1,205529,205529,1,33,1,0.56,0.44,0.35
1,205529,205529,1,22,3,0.58,0.42,0.62
1,205529,205529,1,33,3,0.57,0.43,0.72
1,205529,205529,1,50,3,0.59,0.41,0.73
1,205529,205529,1,15,2,0.32,0.68,0.12
1,205529,205529,1,19,3,0.53,0.47,0.58
1,205529,205525,0,13,2,0.48,0.52,0.37
1,205529,205525,0,30,2,0.38,0.62,0.12
1,205529,205525,0,15,1,0.7,0.3,0.17
1,205529,205529,1,10,2,0.42,0.58,0.12
1,205529,205525,0,53,1,0.74,0.26,0.26
1,205529,205529,1,27,2,0.44,0.56,0.4
1,205529,205525,0,17,2,0.37,0.63,0.21
1,205529,114376,0,14,1,0.6,0.4,0.48
1,205529,114376,0,17,3,0.54,0.46,0.74
1,205529,114376,0,10,3,0.49,0.51,0.76
1,205529,114376,0,59,3,0.47,0.53,0.56
1,205529,114376,0,6,2,0.38,0.62,0.17
1,205529,114376,0,9,3,0.51,0.49,0.57
1,205529,114376,0,20,2,0.35,0.65,0.04
1,205529,114376,0,19,2,0.31,0.69,0.07
1,205529,205529,1,58,3,0.48,0.52,0.75
1,205529,205529,1,51,2,0.29,0.71,0.4
1,205529,205529,1,18,3,0.45,0.55,0.92
1,205529,205529,1,20,3,0.53,0.47,0.58
1,205529,205529,1,23,2,0.49,0.51,0.38
1,205529,205529,1,7,2,0.4,0.6,0.34
1,205529,205526,0,46,2,0.33,0.67,0.28
1,205529,205526,0,31,2,0.46,0.54,0.33
1,205529,205529,1,47,1,0.59,0.41,0.37
1,205529,205529,1,35,3,0.58,0.42,0.62
1,205529,205529,1,36,1,0.58,0.42,0.24
1,205529,205529,1,43,2,0.46,0.54,0.23
1,205529,205343,0,41,2,0.37,0.63,0.34
1,205529,205343,0,22,3,0.46,0.54,0.95
1,205529,205343,0,28,2,0.29,0.71,0.22
1,205529,205529,1,15,1,0.6,0.4,0.26
1,205529,205343,0,59,2,0.44,0.56,0.35
1,205529,205529,1,19,2,0.38,0.62,0.11
1,205529,31088,0,49,3,0.49,0.51,0.6
