0,189964,189964,1,53,2,0.18,0.82,0.04
0,189964,189964,1,52,3,0.4,0.6,0.72
0,181475,189964,0,55,1,0.64,0.36,0.21
0,181475,181475,1,3,1,0.6,0.4,0.34
0,181475,181475,1,35,2,0.46,0.54,0.41
0,207823,181475,0,8,2,0.2,0.8,0.31
0,207823,207823,1,4,2,0.21,0.79,0.18
0,210878,189964,0,30,2,0.32,0.68,0.18
0,210878,210878,1,38,2,0.27,0.73,0.13
0,210878,189964,0,56,2,0.29,0.71,0.19
0,210878,189964,0,38,3,0.4,0.6,0.83
0,210878,207791,0,57,3,0.47,0.53,0.56
0,207791,207775,0,36,3,0.64,0.36,0.73
0,207981,207775,0,2,3,0.49,0.51,0.6
0,207981,181475,0,47,2,0.37,0.63,0.36
0,210669,205560,0,57,1,0.53,0.47,0.41
0,207775,181261,0,20,3,0.49,0.51,0.6
0,207775,207775,1,51,1,0.66,0.34,0.37
0,207775,207775,1,20,1,0.65,0.35,0.21
1,189964,181475,0,31,2,0.41,0.59,0.48
1,189964,181475,0,3,1,0.6,0.4,0.47
1,189964,189964,1,0,2,0.26,0.74,0.39
1,189964,189964,1,20,2,0.32,0.68,0.34
1,189964,189964,1,59,2,0.23,0.77,0.11
1,189964,181475,0,32,1,0.52,0.48,0.44
1,189964,189964,1,58,1,0.57,0.43,0.41
1,189964,181475,0,24,2,0.39,0.61,0.43
1,189964,189964,1,28,2,0.39,0.61,0.34
1,189964,189964,1,11,2,0.45,0.55,0.27
1,189964,189964,1,20,2,0.26,0.74,0.34
1,189964,181475,0,47,2,0.44,0.56,0.34
1,189964,189964,1,26,2,0.48,0.52,0.43
1,189964,189964,1,16,2,0.25,0.75,0.41
1,189964,189964,1,18,2,0.47,0.53,0.08
1,189964,207775,0,16,2,0.26,0.74,0.34
1,189964,189964,1,24,3,0.62,0.38,0.53
1,189964,189964,1,35,2,0.22,0.78,0.34
1,189964,207775,0,25,1,0.51,0.49,0.44
1,189964,189964,1,26,1,0.58,0.42,0.2
1,189964,181475,0,41,2,0.37,0.63,0.35
1,189964,189964,1,5,2,0.34,0.66,0.36
1,189964,189964,1,2,1,0.62,0.38,0.44
1,189964,189964,1,29,1,0.7,0.3,0.27
1,189964,181475,0,28,3,0.45,0.55,0.52
1,207823,181475,0,17,2,0.48,0.52,0.41
1,181475,189964,0,6,1,0.77,0.23,0.1
1,181475,189964,0,26,2,0.28,0.72,0.34
1,207767,181475,0,0,3,0.39,0.61,0.75
1,207767,207767,1,59,2,0.16,0.84,0.41
0,122307,207775,0,3,3,0.49,0.51,0.6
0,122307,207775,0,40,2,0.22,0.78,0.37
0,122307,207775,0,55,3,0.49,0.51,0.6
0,122307,207775,0,6,2,0.38,0.62,0.47
0,122307,207775,0,25,3,0.56,0.44,0.57
0,122307,207775,0,11,2,0.42,0.58,0.04
0,122307,207775,0,20,3,0.49,0.51,0.6
0,122307,207775,0,17,3,0.54,0.46,0.56
0,122307,207775,0,36,1,0.63,0.37,0.26
0,122307,207775,0,3,3,0.49,0.51,0.6
0,122307,207775,0,26,2,0.46,0.54,0.48
0,122307,207775,0,27,3,0.46,0.54,0.53
0,122307,122307,1,29,1,0.59,0.41,0.23
0,122307,122307,1,5,2,0.35,0.65,0.05
0,122307,122307,1,19,2,0.34,0.66,0.35
0,122307,122307,1,12,2,0.42,0.58,0.06
0,122307,122307,1,51,3,0.44,0.56,0.62
0,122307,122307,1,31,2,0.15,0.85,0.17
0,122307,207775,0,47,3,0.46,0.54,0.78
0,122307,207775,0,17,2,0.23,0.77,0.12
0,122307,207775,0,52,2,0.46,0.54,0.47
0,122307,207775,0,51,3,0.4,0.6,0.53
0,122307,122307,1,37,2,0.48,0.52,0.37
0,122307,207775,0,14,3,0.5,0.5,0.59
