0,67810,18654,0,23,3,0.59,0.41,0.56
0,67810,18654,0,8,3,0.34,0.66,0.67
0,67810,67810,1,13,2,0.23,0.77,0.37
0,67810,18654,0,0,2,0.33,0.67,0.45
0,67810,18654,0,47,3,0.5,0.5,0.68
0,181447,181447,1,59,3,0.52,0.48,0.55
0,181447,179501,0,27,3,0.36,0.64,0.68
0,181523,18654,0,45,2,0.42,0.58,0.39
0,181523,18654,0,38,1,0.63,0.37,0.36
0,181523,181523,1,8,3,0.51,0.49,0.53
0,179625,179625,1,32,2,0.43,0.57,0.19
0,179625,179625,1,18,2,0.23,0.77,0.15
0,181474,181474,1,39,3,0.49,0.51,0.6
0,16796,18654,0,16,3,0.56,0.44,0.78
0,18654,18654,1,34,2,0.44,0.56,0.39
0,180887,18654,0,44,3,0.55,0.45,0.8
0,180887,18654,0,24,2,0.33,0.67,0.26
0,180887,8646,0,36,3,0.7,0.3,0.84
0,180887,8646,0,14,3,0.36,0.64,0.64
0,181471,18654,0,45,3,0.39,0.61,0.65
0,32661,18654,0,42,2,0.35,0.65,0.42
0,181466,18654,0,2,3,0.53,0.47,0.6
0,181466,181466,1,55,2,0.34,0.66,0.17
0,124175,8646,0,11,2,0.45,0.55,0.4
0,181449,18654,0,8,3,0.62,0.38,0.5
0,181449,18654,0,22,3,0.63,0.37,0.85
0,181430,18654,0,9,2,0.43,0.57,0.4
0,181430,18654,0,8,2,0.4,0.6,0.21
0,181430,18654,0,22,2,0.42,0.58,0.47
0,181430,181430,1,25,3,0.36,0.64,0.53
0,111363,8646,0,59,2,0.5,0.5,0.26
0,111363,8646,0,18,1,0.63,0.37,0.26
0,111363,8646,0,56,2,0.43,0.57,0.2
0,111363,18654,0,46,2,0.29,0.71,0.45
0,9487,9487,1,4,2,0.38,0.62,0.36
0,175964,18654,0,23,1,0.51,0.49,0.44
0,175964,175964,1,10,2,0.4,0.6,0.19
0,123872,18654,0,41,3,0.56,0.44,0.51
0,51896,8646,0,25,3,0.43,0.57,0.81
0,51896,51896,1,27,2,0.44,0.56,0.26
0,51896,18654,0,39,2,0.29,0.71,0.08
0,184342,18654,0,28,1,0.54,0.46,0.48
0,184342,184342,1,44,3,0.57,0.43,0.94
0,184342,184342,1,15,1,0.54,0.46,0.15
0,184342,18654,0,17,2,0.28,0.72,0.34
0,179991,179991,1,15,3,0.22,0.78,0.8
0,19728,19728,1,52,3,0.25,0.75,0.6
0,181373,32661,0,33,3,0.28,0.72,0.9
0,181373,8646,0,44,2,0.47,0.53,0.45
0,181369,181369,1,0,2,0.47,0.53,0.01
0,179595,106305,0,36,3,0.59,0.41,0.57
0,179595,8646,0,56,3,0.61,0.39,0.69
0,179595,179595,1,50,2,0.31,0.69,0.41
0,180670,18654,0,16,1,0.52,0.48,0.33
0,8269,18654,0,52,3,0.61,0.39,0.68
0,51858,51858,1,41,2,0.38,0.62,0.12
0,51858,18654,0,8,2,0.31,0.69,0.4
0,51858,18654,0,31,3,0.59,0.41,0.6
0,51858,18654,0,38,2,0.13,0.87,0.06
0,51858,9487,0,12,2,0.43,0.57,0.36
0,51858,51858,1,47,2,0.28,0.72,0.12
0,51858,32661,0,14,1,0.59,0.41,0.46
0,51858,32661,0,20,1,0.64,0.36,0.2
0,51858,32661,0,39,2,0.2,0.8,0.16
0,51858,51858,1,50,2,0.43,0.57,0.16
0,51858,51858,1,46,2,0.5,0.5,0.17
0,51858,18654,0,25,3,0.59,0.41,0.6
0,51858,51858,1,20,2,0.32,0.68,0.2
